Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,AIAN,Asian,Black,Highly.Rural,Hispanic,Men,Missing,Mood.Anxiety,Multirace,NHOPI,No.Mental.Health,Other.Mental.Health,Other.Rural,PTSD,Serious.Mental.Illness,Substance.Abuse,Unknown,Urban,White,Women,X18.44,X45.64,X65.,X65.74,X75.84,X85.
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,NA,NA,NA,NA,NA,1302762,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42660,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,NA,NA,NA,NA,NA,2566540,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106034,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,NA,NA,NA,NA,NA,799856,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73032,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders ,NA,NA,NA,NA,NA,359791,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48390,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,NA,NA,NA,NA,NA,50956,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12615,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,NA,NA,NA,NA,NA,228589,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24829,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",NA,NA,NA,NA,NA,622675,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32606,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,NA,NA,NA,NA,NA,204312,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12241,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Hypertension,NA,NA,NA,NA,NA,2773760,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109125,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Chest Pain/Angina,NA,NA,NA,NA,NA,254889,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19834,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Acute MI,NA,NA,NA,NA,NA,31597,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Coronary Artery Disease,NA,NA,NA,NA,NA,887628,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11644,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Heart Failure,NA,NA,NA,NA,NA,265653,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6592,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Valvular Disease,NA,NA,NA,NA,NA,148482,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6669,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Atrial Fibrillation/Flutter,NA,NA,NA,NA,NA,295669,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Arrhythmia/Conduction Disorder - Other ,NA,NA,NA,NA,NA,288878,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14638,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Cardiac Conditions - Other,NA,NA,NA,NA,NA,64860,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Accident/TIA ,NA,NA,NA,NA,NA,214106,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6114,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Disease - Other ,NA,NA,NA,NA,NA,114663,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Pecondition Aortic Aneurysm ,NA,NA,NA,NA,NA,73829,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Pulmonary Embolism or Deep Vein Thrombosis,NA,NA,NA,NA,NA,80692,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3829,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Vascular Disease - Other ,NA,NA,NA,NA,NA,308367,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9886,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CARDIOVASCULAR ,Circulatory System Conditions - Other ,NA,NA,NA,NA,NA,199418,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11055,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,NA,NA,NA,NA,NA,510647,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15392,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Asthma ,NA,NA,NA,NA,NA,155652,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28261,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Sarcoidosis,NA,NA,NA,NA,NA,9229,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Pneumonia ,NA,NA,NA,NA,NA,87571,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3745,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other ,NA,NA,NA,NA,NA,332447,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45085,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis ,NA,NA,NA,NA,NA,391924,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49162,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms ",NA,NA,NA,NA,NA,338625,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25085,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other ,NA,NA,NA,NA,NA,272383,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13771,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders ,NA,NA,NA,NA,NA,947112,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60138,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting ,NA,NA,NA,NA,NA,57327,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9678,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer ,NA,NA,NA,NA,NA,47678,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other ,NA,NA,NA,NA,NA,100588,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8914,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage ,NA,NA,NA,NA,NA,96413,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal ",NA,NA,NA,NA,NA,326848,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11320,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis ,NA,NA,NA,NA,NA,139791,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5962,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease ,NA,NA,NA,NA,NA,31837,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders ,NA,NA,NA,NA,NA,226443,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29530,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Hernia ,NA,NA,NA,NA,NA,144973,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6198,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids ,NA,NA,NA,NA,NA,128095,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9539,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C ,NA,NA,NA,NA,NA,137069,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4220,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,NA,NA,NA,NA,NA,188834,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8615,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease ,NA,NA,NA,NA,NA,39767,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,NA,NA,NA,NA,NA,28148,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other ,NA,NA,NA,NA,NA,250467,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22181,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Renal failure or Nephropathy ,NA,NA,NA,NA,NA,386110,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8369,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Calculus of urinary tract ,NA,NA,NA,NA,NA,90695,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4393,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Hematuria ,NA,NA,NA,NA,NA,103578,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4646,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other ,NA,NA,NA,NA,NA,84761,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis) ,NA,NA,NA,NA,NA,116479,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21960,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Urinary Incontinence ,NA,NA,NA,NA,NA,103912,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17388,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY,Urinary Symptoms - Other ,NA,NA,NA,NA,NA,117323,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7817,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,URINARY, Urinary Conditions - Other ,NA,NA,NA,NA,NA,148427,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6910,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders ,NA,NA,NA,NA,NA,699745,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs ,NA,NA,NA,NA,NA,32352,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7315,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions ,NA,NA,NA,NA,NA,244,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18200,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS ,NA,NA,NA,NA,NA,74,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8074,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis ,NA,NA,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3489,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders ,NA,NA,NA,NA,NA,360,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23639,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids ,NA,NA,NA,NA,NA,14,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7754,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",NA,NA,NA,NA,NA,259,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries ,NA,NA,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other ,NA,NA,NA,NA,NA,76,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs ,NA,NA,NA,NA,NA,92,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2768,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other ,NA,NA,NA,NA,NA,7908,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29926,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction ,NA,NA,NA,NA,NA,421496,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management ,NA,NA,NA,NA,NA,6761,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25763,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility ,NA,NA,NA,NA,NA,732,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2878,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders ,NA,NA,NA,NA,NA,332,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27034,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage ,NA,NA,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy ,NA,NA,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal ,NA,NA,NA,NA,NA,49,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8971,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged ,NA,NA,NA,NA,NA,765,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6843,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM ,NA,NA,NA,NA,NA,12,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by HTN ,NA,NA,NA,NA,NA,218,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy Complicated by Other Medical Conditions ,NA,NA,NA,NA,NA,44,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2914,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,BREAST,PerBreast Conditions/Benign or Unknown ,NA,NA,NA,NA,NA,15945,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17254,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,BREAST,Breast conditions abnormal radiologic findings ,NA,NA,NA,NA,NA,184,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3611,NA,NA,NA,NA,NA,NA
Sex,C. Diagnoses,"C2. Distribution of Sex among FY13 Veteran VHA Patients by Condition, FY13 ",Sex by Conditions,Conditions,CANCER,PerCancer - Cervical,NA,NA,NA,NA,NA,31,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,NA,NA,NA,NA,NA
